,ID_PAQUETE,CATEGORIA_ASIGNADA,ALTO,ANCHO,LARGO,PESO_ASIGNADO,TIPO_MANIPULACION,LUGAR_PROCEDENCIA,TEMPERATURA_ALMACENAMIENTO,PROTOCOLO,LUGAR_PROCEDENCIA_WOE,TIPO_MANIPULACION_NUM,TEMPERATURA_ALMACENAMIENTO_NUM,PROTOCOLO_TARGET
217,218,pequeño,12.8,18.56,16.8,7.4220036532922204,fragil,A,refrigerado,Protocolo_1,-0.07511902747114502,0,0,1
218,219,mediano,37.84,34.45,40.69,21.901005985893136,fragil,A,ambiente,Protocolo_2,-0.07511902747114502,0,1,0
219,220,mediano,38.15,32.36,39.76,13.199564873054488,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
220,221,pequeño,11.97,14.67,18.27,3.9822156879086426,normal,B,ambiente,Protocolo_2,0.04923211956638846,1,1,0
221,222,mediano,37.77,34.53,35.25,20.661961870182978,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
222,223,mediano,39.17,30.1,32.91,25.162841049364022,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
223,224,grande,71.95,57.89,76.14,50.47619766200597,fragil,D,ambiente,Protocolo_2,-0.009581505147896952,0,1,0
224,225,pequeño,12.96,20.76,19.51,6.501073708180568,fragil,A,refrigerado,Protocolo_1,-0.07511902747114502,0,0,1
225,226,pequeño,13.93,19.28,17.53,10.0,normal,C,refrigerado,Protocolo_1,0.04045895222184034,1,0,1
226,227,pequeño,10.44,13.46,15.12,1.1750367098510215,fragil,B,refrigerado,Protocolo_2,0.04923211956638846,0,0,0
227,228,grande,82.41,58.5,71.86,85.13539050428395,normal,B,refrigerado,Protocolo_1,0.04923211956638846,1,0,1
228,229,pequeño,14.28,16.08,16.96,0.1,fragil,A,refrigerado,Protocolo_2,-0.07511902747114502,0,0,0
229,230,mediano,36.08,34.74,50.0,26.111530376614446,fragil,B,refrigerado,Protocolo_2,0.04923211956638846,0,0,0
230,231,pequeño,12.94,15.79,18.22,10.0,fragil,D,ambiente,Protocolo_1,-0.009581505147896952,0,1,1
231,232,pequeño,12.31,16.16,18.71,5.286707772327971,normal,A,refrigerado,Protocolo_2,-0.07511902747114502,1,0,0
232,233,pequeño,9.03,11.48,18.23,8.544762173756904,normal,D,ambiente,Protocolo_1,-0.009581505147896952,1,1,1
233,234,pequeño,14.52,17.5,17.1,1.2724825876304688,normal,B,ambiente,Protocolo_2,0.04923211956638846,1,1,0
234,235,mediano,38.64,36.08,33.13,10.293081525875397,fragil,C,ambiente,Protocolo_2,0.04045895222184034,0,1,0
235,236,pequeño,14.01,9.96,15.33,7.381143633981365,fragil,C,ambiente,Protocolo_1,0.04045895222184034,0,1,1
236,237,pequeño,10.76,16.35,16.24,6.493297656615518,fragil,A,ambiente,Protocolo_1,-0.07511902747114502,0,1,1
237,238,pequeño,10.64,13.83,19.33,7.487531196074462,fragil,C,refrigerado,Protocolo_1,0.04045895222184034,0,0,1
238,239,grande,85.19,59.71,72.13,75.0868137166452,normal,D,refrigerado,Protocolo_1,-0.009581505147896952,1,0,1
239,240,pequeño,12.29,18.01,19.01,3.4743985011643117,normal,B,refrigerado,Protocolo_1,0.04923211956638846,1,0,1
240,241,mediano,37.3,38.4,36.81,24.162023616652462,normal,D,refrigerado,Protocolo_1,-0.009581505147896952,1,0,1
241,242,pequeño,9.01,15.32,16.65,4.842820987475006,fragil,B,ambiente,Protocolo_2,0.04923211956638846,0,1,0
242,243,pequeño,15.08,23.5,18.69,7.018060797990639,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
243,244,mediano,36.33,35.22,40.25,29.142841621623333,normal,A,ambiente,Protocolo_2,-0.07511902747114502,1,1,0
244,245,mediano,37.61,41.33,41.03,13.454165953650874,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
245,246,pequeño,12.46,18.51,17.15,3.616006327545515,fragil,D,ambiente,Protocolo_1,-0.009581505147896952,0,1,1
246,247,mediano,35.97,32.25,44.41,18.957829227305826,fragil,A,refrigerado,Protocolo_2,-0.07511902747114502,0,0,0
247,248,mediano,37.66,38.74,41.47,12.311598011449279,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
248,249,mediano,37.57,35.8,39.46,20.705163616202434,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
249,250,pequeño,12.04,18.04,17.78,0.1,normal,B,refrigerado,Protocolo_1,0.04923211956638846,1,0,1
250,251,pequeño,11.62,15.93,17.46,5.502326626640507,fragil,B,ambiente,Protocolo_2,0.04923211956638846,0,1,0
251,252,pequeño,13.42,17.63,18.77,10.0,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
252,253,pequeño,15.42,18.72,16.51,0.1,normal,D,ambiente,Protocolo_2,-0.009581505147896952,1,1,0
253,254,pequeño,11.87,7.98,16.17,7.8482169665257935,normal,D,refrigerado,Protocolo_1,-0.009581505147896952,1,0,1
254,255,mediano,36.05,30.1,42.73,21.449683872687512,normal,C,ambiente,Protocolo_2,0.04045895222184034,1,1,0
255,256,mediano,33.6,35.92,31.98,17.581406698760716,fragil,D,ambiente,Protocolo_1,-0.009581505147896952,0,1,1
256,257,mediano,38.81,32.97,38.15,17.570441653964043,normal,A,refrigerado,Protocolo_1,-0.07511902747114502,1,0,1
257,258,pequeño,10.53,13.89,14.18,5.212627639815358,fragil,D,ambiente,Protocolo_1,-0.009581505147896952,0,1,1
258,259,pequeño,12.16,15.84,18.14,0.579804612067881,fragil,A,ambiente,Protocolo_2,-0.07511902747114502,0,1,0
259,260,grande,73.69,63.6,71.54,58.1042783368701,normal,B,refrigerado,Protocolo_2,0.04923211956638846,1,0,0
260,261,pequeño,12.76,15.19,16.79,9.561382651864113,normal,D,ambiente,Protocolo_2,-0.009581505147896952,1,1,0
261,262,grande,80.76,62.89,70.75,87.48610901675617,fragil,A,ambiente,Protocolo_2,-0.07511902747114502,0,1,0
262,263,mediano,36.11,35.18,47.69,18.325136367648266,fragil,B,ambiente,Protocolo_2,0.04923211956638846,0,1,0
263,264,pequeño,11.62,12.91,16.22,8.635443725180354,normal,C,ambiente,Protocolo_1,0.04045895222184034,1,1,1
264,265,mediano,36.1,37.94,35.45,16.238856668377593,fragil,C,refrigerado,Protocolo_1,0.04045895222184034,0,0,1
265,266,pequeño,13.71,11.67,18.45,6.156373517048392,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
266,267,mediano,39.69,33.65,44.55,13.875584318167293,fragil,A,refrigerado,Protocolo_2,-0.07511902747114502,0,0,0
267,268,mediano,40.17,35.07,40.77,15.559450811452644,normal,A,ambiente,Protocolo_2,-0.07511902747114502,1,1,0
268,269,pequeño,11.68,15.1,15.98,2.8513039944042786,normal,C,ambiente,Protocolo_2,0.04045895222184034,1,1,0
269,270,pequeño,15.16,12.03,17.4,4.930948125839517,fragil,C,ambiente,Protocolo_2,0.04045895222184034,0,1,0
270,271,mediano,37.68,36.04,49.41,20.331430751375432,normal,A,refrigerado,Protocolo_1,-0.07511902747114502,1,0,1
271,272,grande,67.45,51.49,70.4,50.47021502556298,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
272,273,mediano,39.22,34.55,50.0,12.721009765079131,fragil,D,ambiente,Protocolo_1,-0.009581505147896952,0,1,1
273,274,pequeño,14.18,15.41,19.07,2.6535529380619622,normal,C,refrigerado,Protocolo_1,0.04045895222184034,1,0,1
274,275,grande,70.8,52.91,70.86,73.87020058842623,fragil,D,refrigerado,Protocolo_2,-0.009581505147896952,0,0,0
275,276,pequeño,12.69,9.44,18.99,4.86731730770217,normal,C,ambiente,Protocolo_1,0.04045895222184034,1,1,1
276,277,pequeño,12.0,21.36,17.27,4.524328339668046,fragil,A,refrigerado,Protocolo_2,-0.07511902747114502,0,0,0
277,278,pequeño,11.84,19.3,16.33,4.622520716489462,normal,A,refrigerado,Protocolo_1,-0.07511902747114502,1,0,1
278,279,mediano,38.92,35.76,34.14,15.725199651524402,fragil,A,ambiente,Protocolo_1,-0.07511902747114502,0,1,1
279,280,pequeño,11.25,12.1,18.86,10.0,fragil,A,ambiente,Protocolo_1,-0.07511902747114502,0,1,1
280,281,pequeño,12.72,12.05,17.74,1.466391893191921,fragil,D,refrigerado,Protocolo_1,-0.009581505147896952,0,0,1
281,282,pequeño,14.11,19.04,17.46,2.9424742858924,fragil,B,ambiente,Protocolo_2,0.04923211956638846,0,1,0
282,283,pequeño,11.73,16.28,17.41,0.9501039008314454,fragil,A,refrigerado,Protocolo_2,-0.07511902747114502,0,0,0
283,284,pequeño,12.1,17.21,16.45,3.6915041781614786,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
284,285,mediano,36.92,35.61,32.66,15.831903967346518,normal,A,refrigerado,Protocolo_1,-0.07511902747114502,1,0,1
285,286,grande,86.54,55.71,74.53,66.7888779158498,fragil,A,ambiente,Protocolo_1,-0.07511902747114502,0,1,1
286,287,pequeño,12.26,14.69,16.84,10.0,normal,A,refrigerado,Protocolo_2,-0.07511902747114502,1,0,0
287,288,mediano,39.59,33.69,40.3,26.056072725325613,fragil,D,refrigerado,Protocolo_2,-0.009581505147896952,0,0,0
288,289,pequeño,11.74,19.57,18.27,0.4683995071749898,normal,B,refrigerado,Protocolo_2,0.04923211956638846,1,0,0
289,290,pequeño,11.2,18.5,20.42,6.5063183879303015,normal,A,refrigerado,Protocolo_1,-0.07511902747114502,1,0,1
290,291,grande,72.28,60.6,64.86,59.484265814973384,normal,D,refrigerado,Protocolo_1,-0.009581505147896952,1,0,1
291,292,mediano,36.17,37.5,43.79,24.08048532208642,normal,A,refrigerado,Protocolo_2,-0.07511902747114502,1,0,0
292,293,pequeño,13.28,17.14,19.11,1.7464521516115514,normal,D,refrigerado,Protocolo_1,-0.009581505147896952,1,0,1
293,294,pequeño,13.16,13.34,20.62,1.423180011076556,fragil,A,ambiente,Protocolo_1,-0.07511902747114502,0,1,1
294,295,pequeño,12.69,18.81,17.98,9.755404252574012,normal,D,ambiente,Protocolo_1,-0.009581505147896952,1,1,1
295,296,pequeño,14.9,16.6,17.2,4.100459173573275,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
296,297,pequeño,9.03,19.54,15.35,4.657379058699545,normal,C,ambiente,Protocolo_2,0.04045895222184034,1,1,0
297,298,pequeño,12.87,15.08,15.86,5.611066226495275,normal,B,refrigerado,Protocolo_2,0.04923211956638846,1,0,0
298,299,mediano,37.76,35.14,45.22,13.649795156714344,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
299,300,pequeño,10.43,18.95,16.43,7.891552756244308,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
300,301,mediano,37.12,41.55,41.7,22.84451086663253,normal,B,refrigerado,Protocolo_2,0.04923211956638846,1,0,0
301,302,pequeño,12.61,15.19,17.15,6.6831164611518314,fragil,C,ambiente,Protocolo_1,0.04045895222184034,0,1,1
302,303,pequeño,10.59,12.52,16.52,5.277406822928737,normal,A,ambiente,Protocolo_2,-0.07511902747114502,1,1,0
303,304,pequeño,13.2,20.47,15.82,0.1,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
304,305,grande,61.29,56.42,71.91,100.0,fragil,B,ambiente,Protocolo_1,0.04923211956638846,0,1,1
305,306,pequeño,12.09,12.95,20.61,0.6732915760930727,normal,A,ambiente,Protocolo_2,-0.07511902747114502,1,1,0
306,307,pequeño,12.76,17.25,17.07,8.428379034292535,normal,C,ambiente,Protocolo_2,0.04045895222184034,1,1,0
307,308,pequeño,10.66,11.43,17.76,9.366473724875156,normal,A,ambiente,Protocolo_2,-0.07511902747114502,1,1,0
308,309,mediano,40.21,30.1,43.54,30.0,normal,A,refrigerado,Protocolo_2,-0.07511902747114502,1,0,0
309,310,pequeño,12.46,17.73,18.2,1.4017466697419474,fragil,A,refrigerado,Protocolo_2,-0.07511902747114502,0,0,0
310,311,pequeño,11.22,15.72,13.15,9.149948718347439,fragil,C,refrigerado,Protocolo_1,0.04045895222184034,0,0,1
311,312,mediano,38.96,35.3,40.08,21.3649180082304,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
312,313,mediano,36.7,35.23,42.05,16.394424493240944,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
313,314,pequeño,11.16,17.1,21.04,5.95997159309619,normal,C,ambiente,Protocolo_2,0.04045895222184034,1,1,0
314,315,mediano,35.18,33.6,32.15,17.60844191824981,normal,B,ambiente,Protocolo_2,0.04923211956638846,1,1,0
315,316,pequeño,10.46,15.51,16.37,0.36416476467107106,fragil,B,ambiente,Protocolo_1,0.04923211956638846,0,1,1
316,317,pequeño,12.62,16.81,14.95,3.539219406849313,fragil,A,refrigerado,Protocolo_1,-0.07511902747114502,0,0,1
317,318,mediano,36.49,37.67,32.49,27.753928656042937,normal,A,ambiente,Protocolo_2,-0.07511902747114502,1,1,0
318,319,grande,61.89,56.31,66.34,51.769707529399206,fragil,C,refrigerado,Protocolo_2,0.04045895222184034,0,0,0
319,320,pequeño,12.0,13.09,16.16,9.413532080382765,normal,C,ambiente,Protocolo_1,0.04045895222184034,1,1,1
320,321,mediano,39.0,34.43,42.4,26.89177025504843,normal,C,refrigerado,Protocolo_1,0.04045895222184034,1,0,1
321,322,mediano,36.55,32.43,38.26,26.181048665565378,fragil,A,ambiente,Protocolo_2,-0.07511902747114502,0,1,0
322,323,mediano,38.17,31.94,50.0,13.09600066841801,fragil,A,ambiente,Protocolo_2,-0.07511902747114502,0,1,0
323,324,pequeño,13.59,11.5,16.82,6.389439471657986,normal,C,refrigerado,Protocolo_1,0.04045895222184034,1,0,1
324,325,mediano,39.07,40.31,30.1,17.090291443113543,fragil,B,ambiente,Protocolo_1,0.04923211956638846,0,1,1
325,326,pequeño,12.33,9.05,18.81,2.741537536852798,normal,C,refrigerado,Protocolo_1,0.04045895222184034,1,0,1
326,327,mediano,36.68,33.64,43.44,17.121412367192367,fragil,B,ambiente,Protocolo_1,0.04923211956638846,0,1,1
327,328,pequeño,14.45,14.67,18.74,4.564080468969091,fragil,B,refrigerado,Protocolo_1,0.04923211956638846,0,0,1
328,329,grande,82.43,65.19,72.04,100.0,normal,D,ambiente,Protocolo_2,-0.009581505147896952,1,1,0
329,330,pequeño,10.16,11.46,16.7,0.5049532234396876,fragil,B,ambiente,Protocolo_1,0.04923211956638846,0,1,1
330,331,pequeño,7.78,15.42,19.82,7.8201926604740395,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
331,332,pequeño,12.61,12.65,16.24,5.601230637312071,fragil,B,refrigerado,Protocolo_1,0.04923211956638846,0,0,1
332,333,grande,68.5,59.14,74.78,35.51591602130827,normal,C,ambiente,Protocolo_1,0.04045895222184034,1,1,1
333,334,pequeño,13.16,14.38,16.37,1.9504972707145933,normal,A,ambiente,Protocolo_2,-0.07511902747114502,1,1,0
334,335,pequeño,13.52,20.55,13.71,0.1,normal,B,refrigerado,Protocolo_1,0.04923211956638846,1,0,1
335,336,mediano,38.48,37.49,47.24,23.204873218242216,normal,C,ambiente,Protocolo_2,0.04045895222184034,1,1,0
336,337,pequeño,12.66,15.75,17.81,2.367845878823537,normal,B,ambiente,Protocolo_2,0.04923211956638846,1,1,0
337,338,pequeño,12.92,15.47,17.19,6.529171009630229,normal,A,refrigerado,Protocolo_2,-0.07511902747114502,1,0,0
338,339,mediano,38.57,33.58,39.76,19.74899103498715,normal,D,ambiente,Protocolo_1,-0.009581505147896952,1,1,1
339,340,pequeño,13.99,11.92,19.16,4.619685058143332,fragil,C,ambiente,Protocolo_1,0.04045895222184034,0,1,1
340,341,pequeño,14.07,12.72,18.53,6.0223190945070275,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
341,342,pequeño,12.3,16.82,16.55,4.841450269902569,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
342,343,mediano,37.11,34.49,42.78,24.927978850152407,normal,C,refrigerado,Protocolo_1,0.04045895222184034,1,0,1
343,344,mediano,37.0,36.1,37.5,14.567762175327609,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
344,345,pequeño,10.44,13.35,17.56,3.506066258545337,fragil,C,refrigerado,Protocolo_2,0.04045895222184034,0,0,0
345,346,mediano,40.59,30.1,31.38,16.192969173056817,fragil,B,refrigerado,Protocolo_1,0.04923211956638846,0,0,1
346,347,mediano,39.03,35.35,34.75,25.036788990249306,normal,B,refrigerado,Protocolo_2,0.04923211956638846,1,0,0
347,348,pequeño,10.88,16.65,16.23,8.083056008016978,fragil,A,ambiente,Protocolo_2,-0.07511902747114502,0,1,0
348,349,pequeño,14.84,13.91,20.56,10.0,normal,C,refrigerado,Protocolo_2,0.04045895222184034,1,0,0
349,350,pequeño,10.31,11.01,20.28,5.959524486541972,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
350,351,mediano,39.8,36.43,34.88,30.0,fragil,A,ambiente,Protocolo_1,-0.07511902747114502,0,1,1
351,352,pequeño,14.61,15.4,14.71,9.083567392839123,normal,A,refrigerado,Protocolo_1,-0.07511902747114502,1,0,1
352,353,pequeño,11.54,17.21,20.1,5.12274263345702,normal,D,refrigerado,Protocolo_1,-0.009581505147896952,1,0,1
353,354,mediano,37.97,34.59,39.65,19.050266573688162,normal,A,refrigerado,Protocolo_1,-0.07511902747114502,1,0,1
354,355,pequeño,14.18,16.86,15.65,0.381376664230757,normal,A,refrigerado,Protocolo_1,-0.07511902747114502,1,0,1
355,356,pequeño,11.37,15.03,18.03,8.100912630298005,fragil,C,ambiente,Protocolo_2,0.04045895222184034,0,1,0
356,357,mediano,38.25,34.4,44.67,10.1,fragil,C,ambiente,Protocolo_1,0.04045895222184034,0,1,1
357,358,pequeño,12.82,18.45,15.34,3.3588565493481823,normal,A,ambiente,Protocolo_2,-0.07511902747114502,1,1,0
358,359,pequeño,11.56,16.21,15.87,1.5090290305905585,normal,B,refrigerado,Protocolo_1,0.04923211956638846,1,0,1
359,360,pequeño,13.13,11.87,17.32,5.183368600434526,normal,A,refrigerado,Protocolo_2,-0.07511902747114502,1,0,0
360,361,pequeño,14.1,12.85,18.56,5.632814942678529,normal,D,refrigerado,Protocolo_1,-0.009581505147896952,1,0,1
361,362,mediano,37.44,39.54,30.1,17.5708818731156,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
362,363,pequeño,14.35,12.1,15.04,4.994413586159314,normal,C,ambiente,Protocolo_2,0.04045895222184034,1,1,0
363,364,pequeño,11.21,11.19,16.34,4.043617098484315,normal,D,refrigerado,Protocolo_1,-0.009581505147896952,1,0,1
364,365,pequeño,12.66,11.93,16.77,10.0,normal,A,refrigerado,Protocolo_2,-0.07511902747114502,1,0,0
365,366,mediano,38.05,35.31,40.51,20.056766233330904,normal,D,refrigerado,Protocolo_2,-0.009581505147896952,1,0,0
366,367,pequeño,12.72,17.39,17.7,2.331217429835049,fragil,D,ambiente,Protocolo_1,-0.009581505147896952,0,1,1
367,368,pequeño,12.93,11.79,16.45,6.294590737589573,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
368,369,mediano,36.27,34.5,48.72,20.35965178111796,normal,D,refrigerado,Protocolo_1,-0.009581505147896952,1,0,1
369,370,pequeño,14.05,17.84,17.65,2.362747938481937,fragil,A,refrigerado,Protocolo_2,-0.07511902747114502,0,0,0
370,371,pequeño,12.5,14.38,17.06,9.91113098742819,normal,C,refrigerado,Protocolo_1,0.04045895222184034,1,0,1
371,372,pequeño,11.18,15.97,17.42,7.829145900103878,fragil,A,refrigerado,Protocolo_2,-0.07511902747114502,0,0,0
372,373,pequeño,11.17,13.47,17.94,4.900762975377012,normal,A,ambiente,Protocolo_2,-0.07511902747114502,1,1,0
373,374,pequeño,11.54,16.92,19.87,4.120411832673514,normal,C,ambiente,Protocolo_1,0.04045895222184034,1,1,1
374,375,pequeño,12.55,14.06,18.29,10.0,fragil,D,refrigerado,Protocolo_1,-0.009581505147896952,0,0,1
375,376,mediano,36.38,35.92,32.61,29.36959265559167,normal,D,ambiente,Protocolo_2,-0.009581505147896952,1,1,0
376,377,pequeño,12.51,13.6,18.38,5.891038300068726,fragil,D,ambiente,Protocolo_2,-0.009581505147896952,0,1,0
377,378,pequeño,12.76,17.7,15.48,8.129683359980994,fragil,C,ambiente,Protocolo_1,0.04045895222184034,0,1,1
378,379,pequeño,13.76,15.79,17.21,3.139666344759868,normal,B,ambiente,Protocolo_2,0.04923211956638846,1,1,0
379,380,mediano,35.6,34.21,36.91,17.113884138999495,normal,D,refrigerado,Protocolo_2,-0.009581505147896952,1,0,0
380,381,pequeño,10.86,19.2,18.39,0.1,normal,C,refrigerado,Protocolo_2,0.04045895222184034,1,0,0
381,382,pequeño,13.78,14.04,21.39,4.1837262926707215,normal,C,ambiente,Protocolo_2,0.04045895222184034,1,1,0
382,383,pequeño,13.06,17.34,17.21,3.3600287681263534,normal,A,ambiente,Protocolo_2,-0.07511902747114502,1,1,0
383,384,pequeño,15.04,16.9,21.03,4.943944596188883,fragil,D,refrigerado,Protocolo_2,-0.009581505147896952,0,0,0
384,385,mediano,37.22,32.47,46.1,19.282363390429314,normal,C,refrigerado,Protocolo_1,0.04045895222184034,1,0,1
385,386,pequeño,13.01,11.21,19.97,3.599636691478577,normal,B,ambiente,Protocolo_2,0.04923211956638846,1,1,0
386,387,pequeño,11.58,15.6,17.73,2.741202795706428,fragil,C,refrigerado,Protocolo_2,0.04045895222184034,0,0,0
387,388,mediano,38.62,32.01,37.33,30.0,fragil,B,refrigerado,Protocolo_1,0.04923211956638846,0,0,1
388,389,mediano,37.11,34.52,43.52,12.422680127699948,fragil,D,ambiente,Protocolo_1,-0.009581505147896952,0,1,1
389,390,mediano,37.58,35.76,30.1,20.55271372027467,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
390,391,pequeño,14.88,10.31,17.12,6.307139825007781,fragil,D,ambiente,Protocolo_1,-0.009581505147896952,0,1,1
391,392,mediano,36.47,37.79,49.63,21.658570396053243,normal,C,ambiente,Protocolo_2,0.04045895222184034,1,1,0
392,393,mediano,35.17,33.12,50.0,14.34330390420455,fragil,C,refrigerado,Protocolo_2,0.04045895222184034,0,0,0
393,394,pequeño,11.69,15.83,18.41,0.1,normal,C,refrigerado,Protocolo_1,0.04045895222184034,1,0,1
394,395,pequeño,14.47,13.65,16.34,5.412222264017723,normal,B,refrigerado,Protocolo_1,0.04923211956638846,1,0,1
395,396,mediano,39.28,36.14,34.3,19.168839547564968,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
396,397,grande,70.95,59.42,65.34,40.984722790256086,fragil,D,ambiente,Protocolo_1,-0.009581505147896952,0,1,1
397,398,mediano,35.77,31.88,40.8,15.062638506692952,normal,B,refrigerado,Protocolo_1,0.04923211956638846,1,0,1
398,399,pequeño,12.79,11.84,18.47,8.73674340878451,normal,C,refrigerado,Protocolo_2,0.04045895222184034,1,0,0
399,400,pequeño,9.64,13.37,15.04,2.872151054507253,fragil,A,refrigerado,Protocolo_2,-0.07511902747114502,0,0,0
400,401,pequeño,12.13,7.98,18.75,3.888313475428121,normal,A,ambiente,Protocolo_2,-0.07511902747114502,1,1,0
401,402,pequeño,13.22,15.37,17.54,5.327052883592807,fragil,B,refrigerado,Protocolo_1,0.04923211956638846,0,0,1
402,403,pequeño,11.33,15.36,17.79,3.5369433511258794,normal,B,refrigerado,Protocolo_2,0.04923211956638846,1,0,0
403,404,pequeño,11.41,14.2,18.59,0.3992290291633678,normal,D,ambiente,Protocolo_2,-0.009581505147896952,1,1,0
404,405,mediano,33.22,35.15,38.29,20.44036224122471,normal,A,refrigerado,Protocolo_1,-0.07511902747114502,1,0,1
405,406,grande,60.27,61.34,67.22,45.07594989189108,fragil,B,ambiente,Protocolo_1,0.04923211956638846,0,1,1
406,407,pequeño,13.68,16.02,15.4,4.037237440001144,normal,B,refrigerado,Protocolo_1,0.04923211956638846,1,0,1
407,408,mediano,37.85,30.81,31.06,15.28065250951076,fragil,A,ambiente,Protocolo_1,-0.07511902747114502,0,1,1
408,409,pequeño,13.0,12.93,16.97,9.521232028005674,normal,B,refrigerado,Protocolo_1,0.04923211956638846,1,0,1
409,410,mediano,38.23,33.31,47.86,28.990881700606913,normal,A,refrigerado,Protocolo_1,-0.07511902747114502,1,0,1
410,411,pequeño,12.46,14.31,15.77,7.888820387547957,normal,C,refrigerado,Protocolo_2,0.04045895222184034,1,0,0
411,412,pequeño,13.07,11.14,17.42,2.146767009301253,fragil,C,ambiente,Protocolo_1,0.04045895222184034,0,1,1
412,413,mediano,37.85,30.1,36.81,10.1,normal,C,ambiente,Protocolo_1,0.04045895222184034,1,1,1
